Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,433080,INSTITUTO ANDALUZ DE LA MUJER,02/01/2019,NO,,Subvención Excepcional 2018 a SEGRAMAAL S.C.A. para atención Socio-Educativa a menores que viven en Centros de Atención Integral y Acogida del IAM,
ANDALUCÍA,433094,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",02/01/2019,NO,,Subvención Nominativa 2018 a la Fundación Pública Andaluza Parque Tecnológico de Ciencias de la Salud de Granada.,
ANDALUCÍA,433101,INSTITUTO ANDALUZ DE LA MUJER,02/01/2019,NO,,Subvención Excepcional al Colegio Oficial de Andalucía Oriental para financiar el programa de Atención Psicológica Grupal a Mujeres Victimas de Violencia de General en el ambito Municipal,
ANDALUCÍA,433102,INSTITUTO ANDALUZ DE LA MUJER,02/01/2019,NO,,Subvención Excepcional 2018 a la Asoc. AMUVI para el servicio municipal de atención telefónica inmediata contra la violencia sexual en Andalucía,
ANDALUCÍA,433103,INSTITUTO ANDALUZ DE LA MUJER,02/01/2019,NO,,Subvención Excepcional 2018 a Asoc. Acción Social por la Igualdad  para atención psicológica a hijas e hijos de mujeres víctimas de violencia de género,
ANDALUCÍA,433104,INSTITUTO ANDALUZ DE LA MUJER,02/01/2019,NO,,"Subvención Excepcional 2018, Asoc. UNAAUNA  para financiar el programa Atención Psicológica a Mujeres Menores de Edad Víctimas de Violencia de Genero en Andalucía",
ANDALUCÍA,433105,CONSEJERÍA DE SOSTENIBILIDAD Y MEDIO AMBIENTE,02/01/2019,NO,,Subvención Nominativa Consorcio Provincial de Aguas de Sevilla para atender la aportación del porcentaje de participación de la Consejería de Medio Ambiente y Ordenación del Territorio a su presupuesto ordinario de ejercicios anteriores.,
ANDALUCÍA,433106,CONSEJERÍA DE SOSTENIBILIDAD Y MEDIO AMBIENTE,02/01/2019,NO,,Subvención Nominativa al Consorcio Parque de las Ciencias para atender la aportación del porcentaje de participación de la Consejería de Medio Ambiente y Ordenación del Territorio a su presupuesto ordinario de ejercicios anteriores.,
ANDALUCÍA,434377,D. G. DE INFRAESTRUCTURAS Y EXPLOTACIÓN DEL AGUA,10/01/2019,NO,,Subvención Excepcional al Ayuntamiento de Andújar para la financiación de las obras de construcción del abastecimiento al poblado de la Virgen de la Cabeza.,
ANDALUCÍA,434409,AGENCIA ANDALUZA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,11/01/2019,NO,,"Resolución de 9 de enero de 2019, del D. AACID, por la que se convocan subvenciones a ONG para Cooperación Internacional para el desarrollo 2019",
ANDALUCÍA,435508,D. G. DE PESCA Y ACUICULTURA,16/01/2019,NO,,"Orden de 26 de diciembre de 2018,Ayudas a la creación y reestruc.de organizac.de productores pesqueros, de las asociaciones de organizaciones de productores pesqueros y creación de organizaciones interprofesionales del sector pesquero.Ent. sin animo lucro",
