Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,328468,"D. G. DE CALIDAD, INNOVACIÓN Y FOMENTO DEL TURISMO",10/01/2017,NO,,SUBVENCION NOMINATIVA GASTOS DE PERSONAL FREAAE 2016,
ANDALUCÍA,328469,D. G. DE COMUNICACIÓN SOCIAL,10/01/2017,NO,,SUBVENCIÓN NOMINATIVA EMA-RTV 2016,
ANDALUCÍA,328470,"D. G. DE INTERIOR, EMERGENCIAS Y PROTECCIÓN CIVIL",10/01/2017,NO,,FOMENTO DE LA TAUROMAQUIA 2016,
ANDALUCÍA,328471,SECRETARÍA GENERAL TÉCNICA (PRESIDENCIA Y ADMINISTRACIÓN LOCAL),10/01/2017,NO,,SUBVENCIÓN NOMINATIVA FUNDACIÓN CENTRA INVERSIONES,
ANDALUCÍA,328472,SECRETARÍA GENERAL TÉCNICA (PRESIDENCIA Y ADMINISTRACIÓN LOCAL),10/01/2017,NO,,SUBVENCIÓN NOMINATIVA A LA FUNDACIÓN CENTRA PARA GASTOS DE FUNCIONAMIENTO,
ANDALUCÍA,328474,CONSEJERÍA DE SOSTENIBILIDAD Y MEDIO AMBIENTE,10/01/2017,NO,,SUBV. NOMINATIVA CENTA.AÑO 2016,
ANDALUCÍA,328475,SECRETARÍA GENERAL TÉCNICA (PRESIDENCIA Y ADMINISTRACIÓN LOCAL),10/01/2017,NO,,SUBVENCIÓN NOMINATIVA A LA FUNDACIÓN EL LEGADO ANDALUSÍ,
ANDALUCÍA,328476,SECRETARÍA GENERAL DE ACCIÓN EXTERIOR,10/01/2017,NO,,CONVOCATORIA SUBV.NOMINATIVA RED-2016. UNIV. SEVILLA-CDE,
ANDALUCÍA,328477,SECRETARÍA GENERAL DE ACCIÓN EXTERIOR,10/01/2017,NO,,CONVOCATORIA SUBV.NOMINATIVA RED-2016. UNIV. GRANADA-CDE,
ANDALUCÍA,328478,SECRETARÍA GENERAL DE ACCIÓN EXTERIOR,10/01/2017,NO,,CONVOCATORIA SUBV NOM FBS 2016,
ANDALUCÍA,328479,CONSEJERÍA DE SALUD Y CONSUMO,10/01/2017,NO,,SUVB.NOM. FUNDACIÓN PROGRESO Y SALUD 2016,
ANDALUCÍA,328480,CONSEJERÍA DE SOSTENIBILIDAD Y MEDIO AMBIENTE,10/01/2017,NO,,SUBV. NOMINATIVA FUNDACION GYPAEUTS,
