Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,379410,D. G. DE INFRAESTRUCTURAS,02/01/2018,NO,,SUBVENCION EXCEPCIONAL A LA ASOCIACION ESPAÑOLA DE LA CARRETERA PARA LA CELEBRACIÓN XXIX SEMANA DE LA CARRETERA EN ÚBEDA-BAEZA,
ANDALUCÍA,379416,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",03/01/2018,NO,,Subvencion Nominativa 2017 Consorcio Parque de las Ciencias de Granada,
ANDALUCÍA,379485,CONSEJERÍA DE SALUD Y CONSUMO,03/01/2018,NO,,"Subvención Nominativa a la Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla (FISEVI) para financiar los gastos correspondientes al proyecto ""Centro Andaluz de Farmacovigilancia""",
ANDALUCÍA,379542,CONSEJERÍA DE SOSTENIBILIDAD Y MEDIO AMBIENTE,03/01/2018,NO,,Subvención Nominativa al Consorcio Provincial de Aguas de Sevilla para atender la aportación del porcentaje de participación de la Consejería de Medio Ambiente a su presupuesto ordinario del año 2017,
ANDALUCÍA,379545,INSTITUTO ANDALUZ DE LA MUJER,04/01/2018,NO,,SUBVENCIÓN EXCEPCIONAL A LA FEDERACIÓN EMPRESARIAL DE MUJERES PARA LA ECONOMÍA SOCIAL PARA EL FOMENTO DE LA ACTITUD EMPRENDEDORA Y LA ACTIVIDAD EMPRESARIAL DE LA MUJER ANDALUZA,
ANDALUCÍA,379546,INSTITUTO ANDALUZ DE LA MUJER,04/01/2018,NO,,SUBVENCIÓN EXCEPCIONAL A LA FEDERACIÓN EMPRESARIAL DE MUJERES PARA LA ECONOMÍA SOCIAL EN MATERIA DE IGUALDAD DE OPORTUNIDADES EN EL ÁMBITO EMPRESARIAL.,
ANDALUCÍA,379547,D. G. DE URBANISMO,04/01/2018,NO,,SUBV. EXCEPCIONAL PARA REVISIÓN Y SEGUIMIENTO PAES - PROVINCIA GRANADA,
ANDALUCÍA,379701,PATRONATO DE LA ALHAMBRA Y EL GENERALIFE,04/01/2018,NO,,Subvención Excepcional a la Universidad de Granada para Mater Universitario en Ciencia y Tecnología en Patrimonio Arquitectónico 2016-2017,
ANDALUCÍA,379704,PATRONATO DE LA ALHAMBRA Y EL GENERALIFE,04/01/2018,NO,,Subvención Excepcional a la Universidad de Sevilla para realización Master Universitario en Arquitectura y Patrimonio Histórico,
ANDALUCÍA,380596,AGENCIA DE DEFENSA DE LA COMPETENCIA DE ANDALUCÍA,09/01/2018,NO,,Subvención excepcional a la Universidad de Sevilla para las actividades de la Cátedra de Política de Competencia para los cursos 2017/2018 y 2018/2019,
