Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,490288,D. G. DE TELECOMUNICACIONES Y SOCIEDAD DE LA INFORMACIÓN,02/01/2020,NO,,"Subvención Nominativa 2019, Fundación Pública Andaluza Parque Tecnológico Ciencias de la Salud de Granada para financiar sus gastos de amortización de créditos inmobiliarios, anualidad 2019.",
ANDALUCÍA,490289,D. G. DE MEMORIA DEMOCRÁTICA,02/01/2020,NO,,"Subvención Excepcional 2019, Ayuntamiento de Sevilla, instrumentada mediante convenio para la exhumación de restos de personas desaparecidas víctimas de la Guerra Civil Española y la dictudura Franquista en la fosa conocida como Pico Reja,Cement.S.Fernand",
ANDALUCÍA,490291,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",02/01/2020,NO,,"Subvención Excepcional, Universidades Andaluzas para la realización de actividades formativas 2019 (PAS).",
ANDALUCÍA,490300,"CONSEJERÍA DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUALDAD",02/01/2020,NO,,"Subvención Excepcional 2019,Red Andaluza de Lucha contra la Pobreza y la Exclusión Social,para la financiación gastos Propuesta de Evaluación y Modificación del Decreto Ley 3/2017,de 19 de diciembre,por el que se regula la Renta Mínima de Inserción Social",
ANDALUCÍA,490301,D. G. DE INNOVACIÓN CULTURAL Y DEL LIBRO,03/01/2020,NO, Turismo Servicios Comunicación,"Subvención Excepcional 2019, a la EntidadPigafetta",
ANDALUCÍA,490302,"CONSEJERÍA DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUALDAD",03/01/2020,NO,,"Subvención Excepcional 2019, a la Fundación Secretariado Gitano, estudio Plan Integral para la Comunidad Gitana de Andalucía.",
ANDALUCÍA,490303,SECRETARÍA GENERAL PARA EL TURISMO,03/01/2020,NO,,"Subvención Nominativa 2019, Asociación Red de Ciudades Ave",
ANDALUCÍA,490304,SECRETARÍA GENERAL PARA EL TURISMO,03/01/2020,NO,,Subvención Nominativa 2019 Red Cooperación ciudades ruta de la Planta,
ANDALUCÍA,490305,CONSEJERÍA DE SALUD Y CONSUMO,03/01/2020,NO,,"Subvención Nominativa 2019, a la Confederación Andaluza de Federaciones de familiares de enfermos de Alzheimer y otras demencias.",
ANDALUCÍA,490306,CONSEJERÍA DE SALUD Y CONSUMO,03/01/2020,NO,,"Subvención Nominativa 2019 a FISEVI, Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla, para financiar los gastos al Instituto de Biomedicina de Sevilla IBIS 2019.",
ANDALUCÍA,490307,CONSEJERÍA DE SALUD Y CONSUMO,03/01/2020,NO,,Subvención Nominativa 2019 a la Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla para el desarrollo del proyecto Centro Andaluz de Farmacovigilancia.,
ANDALUCÍA,490417,INSTITUTO ANDALUZ DE LA MUJER,03/01/2020,NO,,Subvención Nominativa 2019 al Ayuntamiento de Sevilla para el el Programa de Atención Global para las Mujeres de la Ciudad de Sevilla.,
ANDALUCÍA,490654,SECRETARÍA GENERAL DE VIVIENDA,07/01/2020,NO,,"Resolución de 20 de diciembre de 2019 por la que se efectúa la convoc para la selección de actuac de interv.en rég.de conc.comp, para su inclus. en el Prog.de reg.del Espac.Públ. Urb. Subv al Fom. Calidad Urb. que impulsen los sect. turíst. ITI Cádiz 2020",
